No,Nama Pemeriksaan,Permintaan/Hasil,Code,Display,Component,Property,Timing,System,Scale,Method,Unit of Measure,Code System,BodySite Code,BodySite Display,BodySite CodeSystem,Version First Released,Version Last Changed,Version First Released (DTO),Version Last Changed (DTO),First Released Date,Last Changed Date
14,MR abdomen atas dengan kontras + MRCP ,Permintaan & Hasil ,RD0993182,MR abdomen atas dengan kontras + MRCP ,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
15,MR abdomen atas dinamik dengan kontras,Permintaan & Hasil,X099247,MR abdomen atas dinamik dengan kontras,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.0,13/02/2023,13/02/2023
16,MR abdomen atas dinamik nonkontras,Permintaan & Hasil,X099248,MR abdomen atas dinamik nonkontras,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.0,13/02/2023,13/02/2023
17,MR abdomen atas nonkontras,Permintaan & Hasil,30668-8,MR Abdomen WO contrast,Multisection^WO contrast,Find,Pt,Abdomen,Doc,MR,,http://loinc.org,80581009,Upper abdomen structure,http://snomed.info/sct,2.04,2.73,1.0,1.0,13/02/2023,13/02/2023
18,MR abdomen atas nonkontras,Permintaan & Hasil,36134-5,MR Abdomen W contrast IV,Multisection^W contrast IV,Find,Pt,Abdomen,Doc,MR,,http://loinc.org,,,,2.14,2.61,1.0,1.1,15/11/2023,17/01/2024
19,MR abdomen atas nonkontras dengan anestesi,Permintaan & Hasil,RD0992987,MR abdomen atas nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
20,MR abdomen bawah dan pelvis dengan kontras IV,Permintaan & Hasil,97393-3,MR Abdomen and Pelvis W contrast IV,Multisection^W contrast IV,Find,Pt,Abdomen+Pelvis,Doc,MR,,http://loinc.org,,,,2.70,2.70,1.0,1.0,13/02/2023,13/02/2023
21,MR abdomen bawah dan pelvis nonkontras IV,Permintaan & Hasil,97391-7,MR Abdomen and Pelvis WO contrast,Multisection^WO contrast,Find,Pt,Abdomen+Pelvis,Doc,MR,,http://loinc.org,,,,2.70,2.70,1.0,1.0,13/02/2023,13/02/2023
22,MR abdomen bawah dengan kontras,Permintaan & Hasil ,36237-6,MR Pelvis W contrast IV,Multisection^W contrast IV,Find,Pt,Pelvis,Doc,MR,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
23,MR abdomen bawah dengan kontras + anestesi,Permintaan & Hasil ,RD0993189,MR abdomen bawah dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
24,MR abdomen bawah dengan kontras IV,Permintaan & Hasil,36134-5,MR Abdomen W contrast IV,Multisection^W contrast IV,Find,Pt,Abdomen,Doc,MR,,http://loinc.org,27033000,Lower abdomen structure,http://snomed.info/sct,2.14,2.61,1.0,1.0,13/02/2023,13/02/2023
25,MR abdomen bawah nonkontras,Permintaan & Hasil,30673-8,MR Pelvis WO contrast,Multisection^WO contrast,Find,Pt,Pelvis,Doc,MR,,http://loinc.org,,,,2.04,2.73,1.0,1.1,15/11/2023,17/01/2024
26,MR abdomen bawah nonkontras dengan anestesi,Permintaan & Hasil,RD0992988,MR abdomen bawah nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
27,MR abdomen dengan kontras IV,Permintaan & Hasil,36134-5,MR Abdomen W contrast IV,Multisection^W contrast IV,Find,Pt,Abdomen,Doc,MR,,http://loinc.org,,,,2.14,2.61,1.0,1.0,13/02/2023,13/02/2023
28,MR abdomen lengkap (abdomen atas + pelvis) dengan kontras,Permintaan & Hasil ,97393-3,MR Abdomen and Pelvis W contrast IV,Multisection^W contrast IV,Find,Pt,Abdomen+Pelvis,Doc,MR,,http://loinc.org,,,,2.7,2.7,1.0,1.2,06/05/2024,06/05/2024
29,MR abdomen lengkap (abdomen atas + pelvis) dengan kontras + anestesi,Permintaan & Hasil ,RD0993193,MR abdomen lengkap (abdomen atas + pelvis) dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
30,MR abdomen lengkap (abdomen atas + pelvis) nonkontras,Permintaan & Hasil,97391-7,MR Abdomen and Pelvis WO contrast,Multisection^WO contrast,Find,Pt,Abdomen+Pelvis,Doc,MR,,http://loinc.org,,,,2.70,2.70,1.0,1.1,15/11/2023,17/01/2024
31,MR abdomen lengkap (abdomen atas + pelvis) nonkontras dengan anestesi,Permintaan & Hasil,RD0992989,MR abdomen lengkap (abdomen atas + pelvis) nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
32,MR abdomen lengkap (abdomen atas + pelvis) nonkontras diikuti dengan kontras IV,Permintaan & Hasil ,97392-5,MR Abdomen and Pelvis WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Abdomen+Pelvis,Doc,MR,,http://loinc.org,,,,2.7,2.7,1.0,1.2,06/05/2024,06/05/2024
33,MR abdomen nonkontras,Permintaan & Hasil,30668-8,MR Abdomen WO contrast,Multisection^WO contrast,Find,Pt,Abdomen,Doc,MR,,http://loinc.org,,,,2.04,2.73,1.0,1.0,13/02/2023,13/02/2023
34,MR abdomen nonkontras diikuti dengan kontras IV,Permintaan & Hasil,24557-1,MR Abdomen WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Abdomen,Doc,MR,,http://loinc.org,,,,1.0o,2.73,1.0,1.0,13/02/2023,13/02/2023
35,MR aliran darah sumsum tulang,Permintaan & Hasil,39141-7,MR Bone marrow,Multisection,Find,Pt,XXX>Bone marrow,Doc,MR,,http://loinc.org,,,,2.15,2.61,1.0,1.0,13/02/2023,13/02/2023
36,MR antebrachi bilateral dengan kontras + anestesi,Permintaan & Hasil ,RD0993152,MR antebrachi bilateral dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
37,MR antebrachi bilateral dengan kontras IV,Permintaan & Hasil ,69175-8,MR Forearm - bilateral W contrast IV,Multisection^W contrast IV,Find,Pt,Upper extremity.bilateral>Forearm,Doc,MR,,http://loinc.org,,,,2.38,2.61,1.0,1.2,06/05/2024,06/05/2024
38,MR antebrachi bilateral nonkontras,Permintaan & Hasil,69176-6,MR Forearm - bilateral WO contrast,Multisection^WO contrast,Find,Pt,Upper extremity.bilateral>Forearm,Doc,MR,,http://loinc.org,,,,2.38,2.61,1.0,1.1,15/11/2023,17/01/2024
39,MR antebrachi bilateral nonkontras dengan anestesi,Permintaan & Hasil,RD0992990,MR antebrachi bilateral nonkontras dengan anestesi,Multisection^WO contrast W anesthesia,Find,Pt,Upper extremity.bilateral>Forearm,Doc,MR,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
40,MR antebrachi dengan kontras + anestesi,Permintaan & Hasil ,RD0993150,MR antebrachi dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
41,MR antebrachi dengan kontras IV,Permintaan & Hasil ,36186-5,MR Forearm W contrast IV,Multisection^W contrast IV,Find,Pt,Upper extremity>Forearm,Doc,MR,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
42,MR antebrachi kanan dengan kontras ,Permintaan & Hasil ,36190-7,MR Forearm - right W contrast IV,Multisection^W contrast IV,Find,Pt,Upper extremity.right>Forearm,Doc,MR,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
43,MR antebrachi kanan dengan kontras + anestesi,Permintaan & Hasil ,RD0993365,MR antebrachi kanan dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
44,MR antebrachi kiri dengan kontras + anestesi,Permintaan & Hasil ,RD0993366,MR antebrachi kiri dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
45,MR antebrachi kiri dengan kontras IV,Permintaan & Hasil ,36188-1,MR Forearm - left W contrast IV,Multisection^W contrast IV,Find,Pt,Upper extremity.left>Forearm,Doc,MR,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
46,MR antebrachi nonkontras,Permintaan & Hasil,30683-7,MR Forearm WO contrast,Multisection^WO contrast,Find,Pt,Upper extremity>Forearm,Doc,MR,,http://loinc.org,,,,2.04,2.61,1.0,1.1,15/11/2023,17/01/2024
47,MR antebrachi nonkontras dengan anestesi,Permintaan & Hasil,RD0992991,MR antebrachi nonkontras dengan anestesi,Multisection^WO contrast W anesthesia,Find,Pt,Upper extremity>Forearm,Doc,MR,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
48,MR arthrography,Permintaan & Hasil,RD0992917,MR arthrography,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
49,MR arthrography dengan anestesi,Permintaan & Hasil,RD0992918,MR arthrography dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
50,MR bahu bilateral dengan kontras IV,Permintaan & Hasil,69184-0,MR Shoulder - bilateral W contrast IV,Multisection^W contrast IV,Find,Pt,Upper extremity.bilateral>Shoulder,Doc,MR,,http://loinc.org,,,,2.38,2.61,1.0,1.1,15/11/2023,17/01/2024
51,MR bahu bilateral dengan kontras IV + anestesi,Permintaan & Hasil,RD0992924,MR bahu bilateral dengan kontras IV + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
52,MR bahu bilateral nonkontras,Permintaan & Hasil,36525-4,MR Shoulder - bilateral WO contrast,Multisection^WO contrast,Find,Pt,Upper extremity.bilateral>Shoulder,Doc,MR,,http://loinc.org,,,,2.14,2.61,1.0,1.1,15/11/2023,17/01/2024
53,MR bahu bilateral nonkontras dengan anestesi,Permintaan & Hasil,RD0992992,MR bahu bilateral nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
54,MR bahu dengan kontras IV,Permintaan & Hasil,36251-7,MR Shoulder W contrast IV,Multisection^W contrast IV,Find,Pt,Upper extremity>Shoulder,Doc,MR,,http://loinc.org,,,,2.14,2.61,1.0,1.1,15/11/2023,17/01/2024
55,MR bahu dengan kontras IV dengan kontras IV + anestesi,Permintaan & Hasil,RD0992925,MR bahu dengan kontras IV dengan kontras IV + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
56,MR bahu nonkontras,Permintaan & Hasil,30693-6,MR Shoulder WO contrast,Multisection^WO contrast,Find,Pt,Upper extremity>Shoulder,Doc,MR,,http://loinc.org,,,,2.04,2.61,1.0,1.1,15/11/2023,17/01/2024
57,MR bahu nonkontras dengan anestesi,Permintaan & Hasil,RD0992993,MR bahu nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
58,MR brain,Permintaan & Hasil,24590-2,MR Brain,Multisection,Find,Pt,Head>Brain,Doc,MR,,http://loinc.org,,,,1.0o,2.73,1.0,1.0,13/02/2023,13/02/2023
59,MR cardiac,Permintaan & Hasil,24748-6,MR Heart,Multisection,Find,Pt,Chest>Heart,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
60,MR cardiac dengan kontras +anestesi,Permintaan & Hasil ,RD0993175,MR cardiac dengan kontras +anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
61,MR cardiac dengan kontras IV,Permintaan & Hasil,36197-2,MR Heart W contrast IV,Multisection^W contrast IV,Find,Pt,Chest>Heart,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
62,MR cardiac dengan stress imaging,Permintaan & Hasil,58750-1,MR Heart W stress,Multisection^W stress,Find,Pt,Chest>Heart,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
63,MR cardiac dengan stress perfusion dengan kontras + anestesi,Permintaan & Hasil ,RD0993177,MR cardiac dengan stress perfusion dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
64,MR cardiac nonkontras,Permintaan & Hasil,36482-8,MR Heart WO contrast,Multisection^WO contrast,Find,Pt,Chest>Heart,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
65,MR cardiac nonkontras,Permintaan & Hasil,36482-8,MR Heart WO contrast,Multisection^WO contrast,Find,Pt,Chest>Heart,Doc,MR,,http://loinc.org,,,,2.14,2.61,1.0,1.1,15/11/2023,17/01/2024
66,MR cardiac nonkontras dengan anestesi,Permintaan & Hasil,RD0992994,MR cardiac nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
67,MR cardiac nonkontras stress imaging diikuti dengan kontras IV,Permintaan & Hasil,95923-9,MR Heart W stress and W contrast IV,Multisection^W stress+W contrast IV,Find,Pt,Chest>Heart,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
68,MR cardiac untuk mapping kecepatan aliran,Permintaan & Hasil,39140-9,MR Heart cine for blood flow velocity mapping,Multisection cine for blood flow velocity mapping,Find,Pt,Chest>Heart,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
69,MR cartigram + genu bilateral dengan kontras,Permintaan & Hasil ,RD0993172,MR cartigram + genu bilateral dengan kontras,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
70,MR cartigram + genu bilateral dengan kontras + anestesi,Permintaan & Hasil ,RD0993173,MR cartigram + genu bilateral dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
71,MR cartigram + genu bilateral nonkontras,Permintaan & Hasil,RD0992996,MR cartigram + genu bilateral nonkontras,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
72,MR cartigram + genu bilateral nonkontras dengan anestesi,Permintaan & Hasil,RD0992997,MR cartigram + genu bilateral nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
73,MR cartigram + genu dengan kontras,Permintaan & Hasil ,24802-1,MR Knee,Multisection^W contrast IS,Find,Pt,Lower extremity>Knee,Doc,MR,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
74,MR cartigram + genu dengan kontras + anestesi,Permintaan & Hasil ,RD0993171,MR cartigram + genu dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
75,MR cartigram + genu kanan dengan kontras,Permintaan & Hasil ,36127-9,MR Knee - right Arthrogram,Multisection^W contrast IS,Find,Pt,Lower extremity.right>Knee,Doc,MR,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
76,MR cartigram + genu kanan dengan kontras + anestesi,Permintaan & Hasil ,RD0993383,MR cartigram + genu kanan dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
77,MR cartigram + genu kiri dengan kontras,Permintaan & Hasil ,36126-1,MR Knee - left Arthrogram,Multisection^W contrast IS,Find,Pt,Lower extremity.left>Knee,Doc,MR,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
78,MR cartigram + genu kiri dengan kontras + anestesi,Permintaan & Hasil ,RD0993384,MR cartigram + genu kiri dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
79,MR cartigram + genu nonkontras,Permintaan & Hasil,RD0992995,MR cartigram + genu nonkontras,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
80,MR cartigram + genu nonkontras dengan anestesi,Permintaan & Hasil,RD0992998,MR cartigram + genu nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
81,MR CISS/cochlea dengan kontras IV,Permintaan & Hasil,36155-0,MR Internal auditory canal W contrast IV,Multisection^W contrast IV,Find,Pt,Head>Internal auditory canal,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
82,MR CISS/cochlea nonkontras,Permintaan & Hasil,30658-9,MR Internal auditory canal WO contrast,Multisection^WO contrast,Find,Pt,Head>Internal auditory canal,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
83,MR clavikula bilateral dengan kontras IV,Permintaan & Hasil,RD0992926,MR clavikula bilateral dengan kontras IV,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
84,MR clavikula bilateral dengan kontras IV + anestesi,Permintaan & Hasil,RD0992927,MR clavikula bilateral dengan kontras IV + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
85,MR clavikula bilateral nonkontras,Permintaan & Hasil,RD0992999,MR clavikula bilateral nonkontras,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
86,MR clavikula bilateral nonkontras dengan anestesi,Permintaan & Hasil,RD0993000,MR clavikula bilateral nonkontras dengan anestesi,Multisection^WO contrast W anesthesia ,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
87,MR clavikula dengan kontras IV,Permintaan & Hasil,42694-0,MR Clavicle W contrast IV,Multisection^W contrast IV,Find,Pt,Chest>Clavicle,Doc,MR,,http://loinc.org,,,,2.16,2.61,1.0,1.1,15/11/2023,17/01/2024
88,MR clavikula dengan kontras IV + anestesi,Permintaan & Hasil,RD0992928,MR clavikula dengan kontras IV + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
89,MR clavikula nonkontras,Permintaan & Hasil,42302-0,MR Clavicle WO contrast,Multisection^WO contrast,Find,Pt,Chest>Clavicle,Doc,MR,,http://loinc.org,,,,2.16,2.61,1.0,1.1,15/11/2023,17/01/2024
90,MR clavikula nonkontras dengan anestesi,Permintaan & Hasil,RD0993001,MR clavikula nonkontras dengan anestesi,Multisection^WO contrast W anesthesia ,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
91,MR cochlea dan DTI dengan kontras,Permintaan & Hasil,X099249,MR cochlea dan DTI dengan kontras,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.0,13/02/2023,13/02/2023
92,MR cochlea dan DTI nonkontras,Permintaan & Hasil,X099250,MR cochlea dan DTI nonkontras,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.0,13/02/2023,13/02/2023
93,MR cruris bilateral dengan kontras + anestesi,Permintaan & Hasil ,RD0993163,MR cruris bilateral dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
94,MR cruris bilateral dengan kontras IV,Permintaan & Hasil ,42695-7,MR Lower leg - bilateral W contrast IV,Multisection^W contrast IV,Find,Pt,Lower extremity.bilateral>Lower leg,Doc,MR,,http://loinc.org,,,,2.16,2.61,1.0,1.2,06/05/2024,06/05/2024
95,MR cruris bilateral nonkontras,Permintaan & Hasil,69185-7,MR Lower leg - bilateral WO contrast,Multisection^WO contrast,Find,Pt,Lower extremity.bilateral>Lower leg,Doc,MR,,http://loinc.org,,,,2.38,2.61,1.0,1.1,15/11/2023,17/01/2024
96,MR cruris bilateral nonkontras dengan anestesi,Permintaan & Hasil,RD0993002,MR cruris bilateral nonkontras dengan anestesi,Multisection^WO contrast W anesthesia,Find,Pt,Lower extremity.bilateral>Lower leg,Doc,MR,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
97,MR cruris dengan kontras + anestesi,Permintaan & Hasil ,RD0993162,MR cruris dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
98,MR cruris dengan kontras IV,Permintaan & Hasil ,36259-0,MR Lower leg W contrast IV,Multisection^W contrast IV,Find,Pt,Lower extremity>Lower leg,Doc,MR,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
99,MR cruris kanan dengan kontras + anestesi,Permintaan & Hasil ,RD0993379,MR cruris kanan dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
100,MR cruris kanan dengan kontras IV,Permintaan & Hasil ,36263-2,MR Lower leg - right W contrast IV,Multisection^W contrast IV,Find,Pt,Lower extremity.right>Lower leg,Doc,MR,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
101,MR cruris kiri dengan kontras + anestesi,Permintaan & Hasil ,RD0993380,MR cruris kiri dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
102,MR cruris kiri dengan kontras IV,Permintaan & Hasil ,36261-6,MR Lower leg - left W contrast IV,Multisection^W contrast IV,Find,Pt,Lower extremity.left>Lower leg,Doc,MR,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
103,MR cruris nonkontras,Permintaan & Hasil,30869-2,MR Lower leg WO contrast,Multisection^WO contrast,Find,Pt,Lower extremity>Lower leg,Doc,MR,,http://loinc.org,,,,2.04,2.61,1.0,1.1,15/11/2023,17/01/2024
104,MR cruris nonkontras dengan anestesi,Permintaan & Hasil,RD0993003,MR cruris nonkontras dengan anestesi,Multisection^WO contrast W anesthesia,Find,Pt,Lower extremity>Lower leg,Doc,MR,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
105,MR cubiti bilateral dengan kontras + anestesi,Permintaan & Hasil ,RD0993148,MR cubiti bilateral dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
106,MR cubiti bilateral dengan kontras IV,Permintaan & Hasil ,69170-9,MR Elbow - bilateral W contrast IV,Multisection^W contrast IV,Find,Pt,Upper extremity.bilateral>Elbow,Doc,MR,,http://loinc.org,,,,2.38,2.61,1.0,1.2,06/05/2024,06/05/2024
107,MR cubiti bilateral nonkontras,Permintaan & Hasil,69171-7,MR Elbow - bilateral WO contrast,Multisection^WO contrast,Find,Pt,Upper extremity.bilateral>Elbow,Doc,MR,,http://loinc.org,,,,2.38,2.61,1.0,1.1,15/11/2023,17/01/2024
