No,Nama Pemeriksaan,Permintaan/Hasil,Code,Display,Component,Property,Timing,System,Scale,Method,Unit of Measure,Code System,BodySite Code,BodySite Display,BodySite CodeSystem,Version First Released,Version Last Changed,Version First Released (DTO),Version Last Changed (DTO),First Released Date,Last Changed Date
13,CT abdomen lengkap dengan kontras + volumetri + virtual colonoscopy ,Permintaan & Hasil,RD0993349,CT abdomen lengkap dengan kontras + volumetri + virtual colonoscopy ,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
14,CT abdomen lengkap dengan kontras multifase + volumetri  + anestesi,Permintaan & Hasil,RD0993346,CT abdomen lengkap dengan kontras multifase + volumetri  + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
15,CT abdomen lengkap dengan kontras multifase + volumetri ,Permintaan & Hasil,RD0993345,CT abdomen lengkap dengan kontras multifase + volumetri ,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
16,CT abdomen lengkap dengan kontras + anestesi ,Permintaan & Hasil,RD0993342,CT abdomen lengkap dengan kontras + anestesi ,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
17,CT abdomen lengkap dengan kontras multifase + anestesi,Permintaan & Hasil,RD0993344,CT abdomen lengkap dengan kontras multifase + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
19,CT abdomen lengkap nonkontras + virtual colonoscopy,Permintaan & Hasil,RD0993273,CT abdomen lengkap nonkontras + virtual colonoscopy,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
20,CT abdomen lengkap nonkontras + virtual colonoscopy dengan anestesi,Permintaan & Hasil,RD0993274,CT abdomen lengkap nonkontras + virtual colonoscopy dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
21,CT abdomen lengkap nonkontras dengan anestesi,Permintaan & Hasil,RD0993270,CT abdomen lengkap nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
22,CT abdomen nonkontras,Permintaan & Hasil,36424-0,CT Abdomen WO contrast,Multisection^WO contrast,Find,Pt,Abdomen,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
23,CT abdomen tanpa kontras diikuti dengan kontras IV,Permintaan & Hasil,36267-3,CT Abdomen WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Abdomen,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
24,CT ankle bilateral nonkontras,Permintaan & Hasil,69087-5,CT Ankle - bilateral WO contrast,Multisection^WO contrast,Find,Pt,Lower extremity.bilateral>Ankle,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
25,CT ankle dan pedis dengan kontras IV,Permintaan & Hasil,36135-2,CT Ankle W contrast IV,Multisection^W contrast IV,Find,Pt,Lower extremity>Ankle,Doc,CT,,http://loinc.org,731298009,Entire ankle and foot,http://snomed.info/sct,,,1.0,1.0,2/13/2023,2/13/2023
26,CT ankle dan pedis nonkontras,Permintaan & Hasil,36425-7,CT Ankle WO contrast,Multisection^WO contrast,Find,Pt,Lower extremity>Ankle,Doc,CT,,http://loinc.org,731298009,Entire ankle and foot,http://snomed.info/sct,,,1.0,1.0,2/13/2023,2/13/2023
27,CT ankle nonkontras,Permintaan & Hasil,36425-7,CT Ankle WO contrast,Multisection^WO contrast,Find,Pt,Lower extremity>Ankle,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
28,CT antebrachi bilateral nonkontras,Permintaan & Hasil,35998-4,CT Forearm - bilateral,Multisection,Find,Pt,Upper extremity.bilateral>Forearm,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
29,CT antebrachi dengan kontras IV,Permintaan & Hasil,36185-7,CT Forearm W contrast IV,Multisection^W contrast IV,Find,Pt,Upper extremity>Forearm,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
30,CT antebrachi nonkontras,Permintaan & Hasil,36472-9,CT Forearm WO contrast,Multisection^WO contrast,Find,Pt,Upper extremity>Forearm,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
31,CT antebrachi bilateral dengan kontras + anestesi,Permintaan & Hasil,RD0993479,CT antebrachi bilateral dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
32,CT antebrachi bilateral dengan kontras,Permintaan & Hasil,103877-7,CT Forearm - bilateral W contrast IV,Multisection^W contrast IV,Find,Pt,Upper extremity.bilateral>Forearm,Doc,CT,,,,,,2.77,2.77,1.0,1.2,06/05/2024,06/05/2024
33,CT antebrachi  bilateral nonkontras,Permintaan & Hasil,103878-5,CT Forearm - bilateral WO contrast,Multisection^WO contrast,Find,Pt,Upper extremity.bilateral>Forearm,Doc,CT,,,,,,2.77,2.77,1.0,1.2,06/05/2024,06/05/2024
34,CT antebrachi bilateral nonkontras dengan anestesi,Permintaan & Hasil,RD0993442,CT antebrachi bilateral nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
35,CT antebrachi dengan kontras + anestesi,Permintaan & Hasil,RD0993309,CT antebrachi dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
36,CT antebrachi kanan dengan kontras  + anestesi,Permintaan & Hasil,RD0993480,CT antebrachi kanan dengan kontras  + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
37,CT antebrachi kanan dengan kontras,Permintaan & Hasil,36189-9,CT Forearm - right W contrast IV,Multisection^W contrast IV,Find,Pt,Upper extremity.right>Forearm,Doc,CT,,,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
38,CT antebrachi kanan nonkontras,Permintaan & Hasil,36475-2,CT Forearm - right WO contrast,Multisection^WO contrast,Find,Pt,Upper extremity.right>Forearm,Doc,CT,,,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
39,CT antebrachi kanan nonkontras dengan anestesi,Permintaan & Hasil,RD0993443,CT antebrachi kanan nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
40,CT antebrachi kiri dengan kontras  + anestesi,Permintaan & Hasil,RD0993481,CT antebrachi kiri dengan kontras  + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
41,CT antebrachi kiri dengan kontras,Permintaan & Hasil,36187-3,CT Forearm - left W contrast IV,Multisection^W contrast IV,Find,Pt,Upper extremity.left>Forearm,Doc,CT,,,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
42,CT antebrachi kiri nonkontras,Permintaan & Hasil,36473-7,CT Forearm - left WO contrast,Multisection^WO contrast,Find,Pt,Upper extremity.left>Forearm,Doc,CT,,,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
43,CT antebrachi kiri nonkontras dengan anestesi,Permintaan & Hasil,RD0993444,CT antebrachi kiri nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
44,CT antebrachi nonkontras dengan anestesi,Permintaan & Hasil,RD0993245,CT antebrachi nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
45,CT aorta abdominalis dengan kontras IV,Permintaan & Hasil,36143-6,CT Abdominal Aorta W contrast IV,Multisection^W contrast IV,Find,Pt,Abdomen>Aorta.abdominal,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
46,CT aorta thorakalis dan abdominalis dengan kontras IV,Permintaan & Hasil,36142-8,CT Thoracic and abdominal aorta W contrast IV,Multisection^W contrast IV,Find,Pt,Chest>Aorta.thoracic & Abdomen>Aorta.abdominal,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
47,CT aorta thorakalis dengan kontras IV,Permintaan & Hasil,24545-6,CT Thoracic Aorta W contrast IV,Multisection^W contrast IV,Find,Pt,Chest>Aorta.thoracic,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
48,CT appendicogram dengan kontras IV,Permintaan & Hasil,36145-1,CT Appendix W contrast IV,Multisection^W contrast IV,Find,Pt,Abdomen+Pelvis>Appendix,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
49,CT bahu bilateral  dengan kontras,Permintaan & Hasil,RD0993468,CT bahu bilateral  dengan kontras,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
50,CT bahu bilateral dengan kontras + anestesi,Permintaan & Hasil,RD0993305,CT bahu bilateral dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
51,CT bahu bilateral dengan kontras IV,Permintaan & Hasil,86969-3,CT Shoulder - bilateral W contrast IV,Multisection^W contrast IV,Find,Pt,Upper extremity.bilateral>Shoulder,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
52,CT bahu bilateral nonkontras,Permintaan & Hasil,69090-9,CT Shoulder - bilateral WO contrast,Multisection^WO contrast,Find,Pt,Upper extremity.bilateral>Shoulder,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
53,CT bahu bilateral nonkontras dengan anestesi,Permintaan & Hasil,RD0993433,CT bahu bilateral nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
54,CT bahu dengan kontras + anestesi,Permintaan & Hasil,RD0994271,CT bahu dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
55,CT bahu kanan dengan kontras + anestesi,Permintaan & Hasil,RD0993469,CT bahu kanan dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
56,CT bahu kanan dengan kontras,Permintaan & Hasil,36253-3,CT Shoulder - right W contrast IV,Multisection^W contrast IV,Find,Pt,Upper extremity.right>Shoulder,Doc,CT,,,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
57,CT bahu kanan nonkontras,Permintaan & Hasil,36527-0,CT Shoulder - right WO contrast,Multisection^WO contrast,Find,Pt,Upper extremity.right>Shoulder,Doc,CT,,,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
58,CT bahu kanan nonkontras dengan anestesi,Permintaan & Hasil,RD0993434,CT bahu kanan nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
59,CT bahu kiri nonkontras dengan anestesi ,Permintaan & Hasil,RD0993435,CT bahu kiri nonkontras dengan anestesi ,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
60,CT bahu kiri dengan kontras + anestesi,Permintaan & Hasil,RD0993470,CT bahu kiri dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
61,CT bahu kiri dengan kontras,Permintaan & Hasil,36252-5,CT Shoulder - left W contrast IV,Multisection^W contrast IV,Find,Pt,Upper extremity.left>Shoulder,Doc,CT,,,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
62,CT bahu kiri nonkontras,Permintaan & Hasil,36526-2,CT Shoulder - left WO contrast,Multisection^WO contrast,Find,Pt,Upper extremity.left>Shoulder,Doc,CT,,,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
63,CT bahu kontras IV,Permintaan & Hasil,36250-9,CT Shoulder W contrast IV,Multisection^W contrast IV,Find,Pt,Upper extremity>Shoulder,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
64,CT bahu nonkontras,Permintaan & Hasil,36524-7,CT Shoulder WO contrast,Multisection^WO contrast,Find,Pt,Upper extremity>Shoulder,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
65,CT bahu nonkontras dengan anestesi,Permintaan & Hasil,RD0993241,CT bahu nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
66,CT bone,Permintaan & Hasil,44229-3,CT Bone,Multisection,Find,Pt,XXX>Bone,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
67,CT cairan serebrospinal sisternografi dengan kontras IT,Permintaan & Hasil,24734-6,CT Cerebral cisterns W contrast IT,Multisection^W contrast IT,Find,Pt,Head+Neck>Cerebral cisterns,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
68,CT cardiac (calcium scoring dan angiografi coroner) dengan kontras + anestesi,Permintaan & Hasil,RD0993331,CT cardiac (calcium scoring dan angiografi coroner) dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
69,CT cardiac (calcium scoring dan angiografi coroner) dengan kontras,Permintaan & Hasil,83289-9,CT for calcium scoring WO contrast and CTA W contrast IV Heart and coronary arteries,Multisection for calcium score^WO contrast && Multisection^W contrast IV,Find,Pt,Chest>Heart+Coronary arteries,Doc,CT && CT.angio,,http://loinc.org,,,,2.58,2.73,1.0,1.2,06/05/2024,06/05/2024
70,CT cardiac (calcium scoring)  nonkontras dengan anestesi,Permintaan & Hasil,RD0993505,CT cardiac (calcium scoring)  nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
71,CT cardiac (calcium scoring) nonkontras,Permintaan & Hasil,79087-3,CT Heart and Coronary arteries for calcium scoring WO contrast,Multisection for calcium score^WO contrast,Find,Pt,Chest>Heart+Coronary arteries,Doc,CT,,http://loinc.org,,,,2.54,2.61,1.0,1.2,06/05/2024,06/05/2024
72,CT cardiac dengan stress perfusion dengan kontras + anestesi,Permintaan & Hasil,RD0993333,CT cardiac dengan stress perfusion dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
73,CT cardiac dengan stress perfusion dengan kontras,Permintaan & Hasil,RD0993332,CT cardiac dengan stress perfusion dengan kontras,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
74,CT cardiac scoring,Permintaan & Hasil,79087-3,CT Heart and Coronary arteries for calcium scoring WO contrast,Multisection for calcium score^WO contrast,Find,Pt,Chest>Heart+Coronary arteries,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
75,CT cardiac untuk prosedur intervensi dengan kontras + anestesix,Permintaan & Hasil,RD0993335,CT cardiac untuk prosedur intervensi dengan kontras + anestesix,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
76,CT cardiac untuk prosedur intervensi dengan kontras,Permintaan & Hasil,RD0993334,CT cardiac untuk prosedur intervensi dengan kontras,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
77,CT cone beam (CBCT) gigi lengkap,Permintaan & Hasil,99633-0,Cone beam CT Teeth,Multisection,Find,Pt,Head>Teeth,Doc,CT.cone beam,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
78,CT cone beam (CBCT) satu gigi,Permintaan & Hasil,99633-0,Cone beam CT Teeth,Multisection,Find,Pt,Head>Teeth,Doc,CT.cone beam,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
79,CT cruris  nonkontras dengan anestesi,Permintaan & Hasil,RD0993250,CT cruris  nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
80,CT cruris bilateral  nonkontras dengan anestesi,Permintaan & Hasil,RD0993458,CT cruris bilateral  nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
81,CT cruris bilateral dengan kontras + anestesi,Permintaan & Hasil,RD0993494,CT cruris bilateral dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
82,CT cruris bilateral dengan kontras,Permintaan & Hasil,103866-0,CT Lower leg - bilateral W contrast IV,Multisection^W contrast IV,Find,Pt,Lower extremity.bilateral>Lower leg,Doc,CT,,http://loinc.org,,,,2.77,2.77,1.0,1.2,06/05/2024,06/05/2024
83,CT cruris bilateral nonkontras,Permintaan & Hasil,87879-3,CT Lower leg - bilateral WO contrast,Multisection^WO contrast,Find,Pt,Lower extremity.bilateral>Lower leg,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
84,CT cruris dengan kontras + anestesi,Permintaan & Hasil,RD0993314,CT cruris dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
85,CT cruris dengan kontras,Permintaan & Hasil,36258-2,CT Lower leg W contrast IV,Multisection^W contrast IV,Find,Pt,Lower extremity>Lower leg,Doc,CT,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
86,CT cruris kanan dengan kontras + anestesi,Permintaan & Hasil,RD0993500,CT cruris kanan dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
87,CT cruris kanan dengan kontras,Permintaan & Hasil,36262-4,CT Lower leg - right W contrast IV,Multisection^W contrast IV,Find,Pt,Lower extremity.right>Lower leg,Doc,CT,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
88,CT cruris kanan nonkontras,Permintaan & Hasil,36540-3,CT Lower leg - right WO contrast,Multisection^WO contrast,Find,Pt,Lower extremity.right>Lower leg,Doc,CT,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
89,CT cruris kanan nonkontras dengan anestesi,Permintaan & Hasil,RD0993459,CT cruris kanan nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
90,CT cruris kiri  nonkontras dengan anestesi,Permintaan & Hasil,RD0993460,CT cruris kiri  nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
91,CT cruris kiri dengan kontras + anestesi,Permintaan & Hasil,RD0993501,CT cruris kiri dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
92,CT cruris kiri dengan kontras IV ,Permintaan & Hasil,36260-8,CT Lower leg - left W contrast IV,Multisection^W contrast IV,Find,Pt,Lower extremity.left>Lower leg,Doc,CT,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
93,CT cruris kiri nonkontras,Permintaan & Hasil,36538-7,CT Lower leg - left WO contrast,Multisection^WO contrast,Find,Pt,Lower extremity.left>Lower leg,Doc,CT,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
94,CT cruris nonkontras,Permintaan & Hasil,36537-9,CT Lower leg WO contrast,Multisection^WO contrast,Find,Pt,Lower extremity>Lower leg,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
95,CT cubiti  nonkontras kanan,Permintaan & Hasil,36447-1,CT Elbow - right WO contrast,Multisection^WO contrast,Find,Pt,Upper extremity.right>Elbow,Doc,CT,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
96,CT cubiti bilateral dengan kontras + anestesi,Permintaan & Hasil,RD0993476,CT cubiti bilateral dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
97,CT cubiti bilateral dengan kontras,Permintaan & Hasil,RD0993475,CT cubiti bilateral dengan kontras,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
98,CT cubiti bilateral nonkontras,Permintaan & Hasil,36444-8,CT Elbow - bilateral WO contrast,Multisection^WO contrast,Find,Pt,Upper extremity.bilateral>Elbow,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
99,CT cubiti bilateral nonkontras dengan anestesi,Permintaan & Hasil,RD0993439,CT cubiti bilateral nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
100,CT cubiti dengan kontras + anestesi,Permintaan & Hasil,RD0993307,CT cubiti dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
101,CT cubiti dengan kontras IV,Permintaan & Hasil,36157-6,CT Elbow W contrast IV,Multisection^W contrast IV,Find,Pt,Upper extremity>Elbow,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
102,CT cubiti kanan dengan kontras + anestesi,Permintaan & Hasil,RD0993477,CT cubiti kanan dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
103,CT cubiti kanan dengan kontras,Permintaan & Hasil,36161-8,CT Elbow - right W contrast IV,Multisection^W contrast IV,Find,Pt,Upper extremity.right>Elbow,Doc,CT,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
104,CT cubiti kanan nonkontras dengan anestesi,Permintaan & Hasil,RD0993440,CT cubiti kanan nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
105,CT cubiti kiri dengan kontras + anestesi ,Permintaan & Hasil,RD0993478,CT cubiti kiri dengan kontras + anestesi ,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
106,CT cubiti kiri dengan kontras,Permintaan & Hasil,36159-2,CT Elbow - left W contrast IV,Multisection^W contrast IV,Find,Pt,Upper extremity.left>Elbow,Doc,CT,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
107,CT cubiti kiri nonkontras,Permintaan & Hasil,36445-5,CT Elbow - left WO contrast,Multisection^WO contrast,Find,Pt,Upper extremity.left>Elbow,Doc,CT,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
108,CT cubiti kiri nonkontras dengan anestesi,Permintaan & Hasil,RD0993441,CT cubiti kiri nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
109,CT cubiti nonkontras,Permintaan & Hasil,36443-0,CT Elbow WO contrast,Multisection^WO contrast,Find,Pt,Upper extremity>Elbow,Doc,CT,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
110,CT cubiti nonkontras dengan anestesi,Permintaan & Hasil,RD0993243,CT cubiti nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
111,CT cysternography,Permintaan & Hasil,RD0993229,CT cysternography,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
